"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)"
Nicolò Rovella,it ITA,MF,Lazio,21,2001.0,23.0,16.0,1318.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.5,1.1,21.0,56.0,11.0,0.0,0.14,0.14,0.0,0.14,0.04,0.03,0.08,0.04,0.08,Serie A
Amir Rrahmani,xk KVX,DF,Napoli,29,1994.0,30.0,30.0,2600.0,28.9,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,2.2,2.2,0.9,3.1,19.0,113.0,4.0,0.1,0.0,0.1,0.1,0.1,0.08,0.03,0.11,0.08,0.11,Serie A
Ruan,br BRA,DF,Sassuolo,24,1999.0,26.0,16.0,1516.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.5,0.5,0.6,1.1,8.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Serie A
Daniele Rugani,it ITA,DF,Juventus,29,1994.0,17.0,13.0,1187.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.4,2.0,2.0,46.0,2.0,0.15,0.0,0.15,0.15,0.15,0.12,0.03,0.15,0.12,0.15,Serie A
Matteo Ruggeri,it ITA,DF,Atalanta,21,2002.0,34.0,28.0,2449.0,27.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.8,2.3,55.0,142.0,132.0,0.0,0.15,0.15,0.0,0.15,0.02,0.07,0.08,0.02,0.08,Serie A
Mário Rui,pt POR,DF,Napoli,32,1991.0,21.0,14.0,1205.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,1.9,2.0,33.0,90.0,59.0,0.0,0.15,0.15,0.0,0.15,0.01,0.14,0.15,0.01,0.15,Serie A
Stefano Sabelli,it ITA,DF,Genoa,30,1993.0,32.0,30.0,2429.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.9,2.7,69.0,88.0,101.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,Serie A
Alexis Saelemaekers,be BEL,"FW,MF",Bologna,24,1999.0,30.0,21.0,1887.0,21.0,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,2.8,5.5,65.0,77.0,180.0,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,Serie A
Lazar Samardzic,rs SRB,MF,Udinese,21,2002.0,34.0,28.0,2372.0,26.4,6.0,2.0,8.0,5.0,1.0,1.0,3.0,0.0,3.5,2.8,5.5,8.3,65.0,83.0,91.0,0.23,0.08,0.3,0.19,0.27,0.13,0.21,0.34,0.11,0.31,Serie A
Junior Sambia,fr FRA,"DF,MF",Salernitana,26,1996.0,18.0,10.0,1032.0,11.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.9,1.4,23.0,41.0,37.0,0.09,0.17,0.26,0.09,0.26,0.05,0.07,0.12,0.05,0.12,Serie A
Antonio Sanabria,py PAR,"FW,MF",Torino,27,1996.0,35.0,23.0,2133.0,23.7,5.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,9.3,7.7,1.4,9.1,19.0,57.0,109.0,0.21,0.0,0.21,0.13,0.13,0.39,0.06,0.45,0.32,0.38,Serie A
Renato Sanches,pt POR,MF,Roma,25,1997.0,7.0,1.0,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,10.0,5.0,0.62,0.0,0.62,0.62,0.62,0.05,0.14,0.19,0.05,0.19,Serie A
Alexis Sánchez,cl CHI,"FW,MF",Inter,34,1988.0,23.0,6.0,763.0,8.5,2.0,5.0,7.0,1.0,1.0,1.0,0.0,0.0,3.2,2.5,3.1,5.6,16.0,53.0,58.0,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,Serie A
Alex Sandro,br BRA,DF,Juventus,32,1991.0,16.0,8.0,721.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,16.0,43.0,9.0,0.12,0.0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16,Serie A
Nicola Sansone,it ITA,"FW,MF",Lecce,31,1991.0,25.0,4.0,767.0,8.5,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,1.3,4.1,15.0,36.0,75.0,0.23,0.23,0.47,0.23,0.47,0.33,0.15,0.48,0.33,0.48,Serie A
Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,31,1991.0,12.0,3.0,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,12.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Serie A
Zanos Savva,cy CYP,"DF,MF",Torino,17,2005.0,2.0,0.0,28.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,3.21,0.0,3.21,3.21,3.21,0.51,0.0,0.51,0.51,0.51,Serie A
Saba Sazonov,ge GEO,DF,Torino,21,2002.0,12.0,2.0,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Serie A
Giorgio Scalvini,it ITA,DF,Atalanta,19,2003.0,33.0,31.0,2544.0,28.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.1,2.5,30.0,116.0,33.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,Serie A
Gianluca Scamacca,it ITA,FW,Atalanta,24,1999.0,29.0,17.0,1453.0,16.1,12.0,6.0,18.0,12.0,0.0,0.0,1.0,0.0,6.5,6.5,3.9,10.5,22.0,41.0,167.0,0.74,0.37,1.11,0.74,1.11,0.4,0.24,0.65,0.4,0.65,Serie A
Perr Schuurs,nl NED,DF,Torino,23,1999.0,9.0,9.0,770.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,9.0,19.0,4.0,0.12,0.0,0.12,0.12,0.12,0.08,0.0,0.08,0.08,0.08,Serie A
Simone Scuffet,it ITA,GK,Cagliari,27,1996.0,31.0,31.0,2789.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Demba Seck,sn SEN,MF,Torino,22,2001.0,9.0,5.0,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,23.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Serie A
Demba Seck,sn SEN,"FW,MF",Frosinone,22,2001.0,11.0,3.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.3,1.4,11.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.44,0.34,0.44,Serie A
Nikola Sekulov,it ITA,FW,Juventus,21,2002.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Vivaldo Semedo,pt POR,FW,Udinese,18,2005.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Stefano Sensi,it ITA,MF,Inter,27,1995.0,4.0,0.0,46.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,3.0,4.0,0.0,1.96,1.96,0.0,1.96,0.16,0.25,0.42,0.16,0.42,Serie A
Suat Serdar,de GER,MF,Hellas Verona,26,1997.0,25.0,19.0,1659.0,18.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.4,2.4,20.0,68.0,36.0,0.0,0.11,0.11,0.0,0.11,0.05,0.07,0.13,0.05,0.13,Serie A
Andres Sfait,ro ROU,"DF,MF",Salernitana,18,2004.0,2.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Serie A
Stephan El Shaarawy,it ITA,"FW,DF",Roma,30,1992.0,33.0,19.0,1738.0,19.3,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,2.5,2.5,2.3,4.8,46.0,44.0,131.0,0.16,0.21,0.36,0.16,0.36,0.13,0.12,0.25,0.13,0.25,Serie A
Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,28,1995.0,22.0,10.0,936.0,10.4,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,3.5,3.5,1.7,5.2,12.0,18.0,52.0,0.29,0.29,0.58,0.29,0.58,0.34,0.16,0.5,0.34,0.5,Serie A
Steven Shpendi,al ALB,"FW,MF",Empoli,20,2003.0,12.0,4.0,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,3.0,6.0,32.0,0.0,0.22,0.22,0.0,0.22,0.09,0.1,0.2,0.09,0.2,Serie A
Marco Silvestri,it ITA,GK,Udinese,32,1991.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Giovanni Simeone,ar ARG,FW,Napoli,28,1995.0,28.0,8.0,800.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.4,3.4,0.6,3.9,11.0,13.0,76.0,0.11,0.0,0.11,0.11,0.11,0.38,0.06,0.44,0.38,0.44,Serie A
Jan-Carlo Simic,rs SRB,DF,Milan,18,2005.0,4.0,0.0,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,6.0,0.0,0.62,0.0,0.62,0.62,0.62,0.38,0.0,0.38,0.38,0.38,Serie A
Leo Skiri Østigård,no NOR,DF,Napoli,23,1999.0,25.0,18.0,1625.0,18.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.1,0.7,13.0,76.0,3.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.04,0.03,0.04,Serie A
Łukasz Skorupski,pl POL,GK,Bologna,32,1991.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Chris Smalling,eng ENG,DF,Roma,33,1989.0,8.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,Serie A
Andrea Sodero,it ITA,MF,Empoli,18,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Ola Solbakken,no NOR,FW,Roma,24,1998.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Daniele Sommariva,it ITA,GK,Genoa,26,1997.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Yann Sommer,ch SUI,GK,Inter,34,1988.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Brandon Soppy,fr FRA,DF,Torino,21,2002.0,5.0,2.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Serie A
Alessandro Sorrentino,it ITA,GK,Monza,21,2002.0,7.0,5.0,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Riccardo Sottil,it ITA,FW,Fiorentina,24,1999.0,22.0,13.0,1103.0,12.3,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,2.5,5.1,66.0,33.0,139.0,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41,Serie A
Matìas Soulé,ar ARG,"FW,MF",Frosinone,20,2003.0,36.0,36.0,3121.0,34.7,11.0,3.0,14.0,6.0,5.0,6.0,4.0,0.0,10.5,5.7,6.6,12.3,115.0,198.0,211.0,0.32,0.09,0.4,0.17,0.26,0.3,0.19,0.49,0.17,0.36,Serie A
Djed Spence,eng ENG,DF,Genoa,22,2000.0,16.0,8.0,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,17.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Serie A
Leonardo Spinazzola,it ITA,DF,Roma,30,1993.0,24.0,15.0,1312.0,14.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,3.2,108.0,52.0,74.0,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22,Serie A
Marco Sportiello,it ITA,GK,Milan,31,1992.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Trivante Stewart,jm JAM,"FW,MF",Salernitana,23,2000.0,4.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Serie A
Gabriel Strefezza,br BRA,FW,Lecce,26,1997.0,19.0,13.0,1112.0,12.4,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.5,1.7,1.2,2.8,34.0,54.0,81.0,0.08,0.0,0.08,0.0,0.0,0.2,0.09,0.29,0.14,0.23,Serie A
Kevin Strootman,nl NED,MF,Genoa,33,1990.0,27.0,15.0,1207.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.3,1.4,13.0,61.0,22.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.1,0.01,0.1,Serie A
Isaac Success,ng NGA,"FW,MF",Udinese,27,1996.0,27.0,9.0,880.0,9.8,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.7,1.9,1.1,3.0,15.0,17.0,51.0,0.1,0.1,0.2,0.1,0.2,0.28,0.11,0.39,0.2,0.31,Serie A
Ibrahim Sulemana,gh GHA,MF,Cagliari,20,2003.0,21.0,16.0,1339.0,14.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,15.0,27.0,14.0,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Serie A
Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,21,2002.0,32.0,23.0,2092.0,23.2,3.0,5.0,8.0,2.0,1.0,1.0,7.0,0.0,3.5,2.6,3.6,6.2,46.0,64.0,74.0,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,Serie A
Mile Svilar,rs SRB,GK,Roma,23,1999.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Karol Świderski,pl POL,"FW,MF",Hellas Verona,26,1997.0,15.0,3.0,504.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.4,2.2,3.0,13.0,19.0,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,Serie A
Wojciech Szczęsny,pl POL,GK,Juventus,33,1990.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Przemysław Szymiński,pl POL,MF,Frosinone,29,1994.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Adrien Tameze,cm CMR,"DF,MF",Torino,29,1994.0,29.0,25.0,2146.0,23.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.7,0.7,2.2,2.9,22.0,90.0,39.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,Serie A
Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,22,2001.0,3.0,0.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Serie A
Loum Tchaouna,fr FRA,"FW,MF",Salernitana,19,2003.0,33.0,23.0,2100.0,23.3,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,1.5,4.1,72.0,59.0,151.0,0.17,0.13,0.3,0.17,0.3,0.11,0.06,0.18,0.11,0.18,Serie A
Jackson Tchatchoua,cm CMR,DF,Hellas Verona,21,2001.0,26.0,19.0,1725.0,19.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3,1.3,34.0,53.0,66.0,0.0,0.1,0.1,0.0,0.1,0.0,0.07,0.07,0.0,0.07,Serie A
Filippo Terracciano,it ITA,DF,Hellas Verona,20,2003.0,18.0,14.0,1296.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,1.3,26.0,51.0,28.0,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09,Serie A
Filippo Terracciano,it ITA,"DF,FW",Milan,20,2003.0,3.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Pietro Terracciano,it ITA,GK,Fiorentina,33,1990.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Serie A
Florian Thauvin,fr FRA,FW,Udinese,30,1993.0,29.0,19.0,1710.0,19.0,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,4.7,3.9,4.2,8.2,71.0,69.0,97.0,0.26,0.16,0.42,0.21,0.37,0.25,0.22,0.47,0.21,0.43,Serie A
Malick Thiaw,de GER,DF,Milan,21,2001.0,21.0,19.0,1619.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,0.1,0.7,15.0,70.0,1.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,Serie A
Morten Thorsby,no NOR,MF,Genoa,27,1996.0,24.0,9.0,1157.0,12.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,1.4,3.2,6.0,28.0,39.0,0.16,0.16,0.31,0.16,0.31,0.14,0.11,0.25,0.14,0.25,Serie A
Kristian Thorstvedt,no NOR,MF,Sassuolo,24,1999.0,34.0,30.0,2397.0,26.6,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,4.4,4.4,1.6,5.9,30.0,130.0,94.0,0.23,0.04,0.26,0.23,0.26,0.16,0.06,0.22,0.16,0.22,Serie A
Marcus Thuram,fr FRA,FW,Inter,25,1997.0,35.0,34.0,2687.0,29.9,13.0,7.0,20.0,13.0,0.0,0.0,3.0,0.0,14.3,14.3,3.7,18.0,68.0,47.0,192.0,0.44,0.23,0.67,0.44,0.67,0.48,0.12,0.6,0.48,0.6,Serie A
Antonio Tikvić,hr CRO,DF,Udinese,19,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Jeremy Toljan,de GER,DF,Sassuolo,28,1994.0,25.0,24.0,2083.0,23.1,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.6,2.1,35.0,79.0,85.0,0.0,0.22,0.22,0.0,0.22,0.02,0.07,0.09,0.02,0.09,Serie A
Rafael Tolói,it ITA,DF,Atalanta,32,1990.0,18.0,10.0,965.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,0.1,0.1,8.0,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Serie A
Fikayo Tomori,eng ENG,DF,Milan,25,1997.0,26.0,24.0,2121.0,23.6,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,3.7,3.7,0.2,3.9,16.0,63.0,2.0,0.17,0.0,0.17,0.17,0.17,0.16,0.01,0.16,0.16,0.16,Serie A
Ahmed Touba,dz ALG,DF,Lecce,25,1998.0,6.0,3.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Serie A
Chaka Traorè,ci CIV,FW,Milan,18,2004.0,2.0,0.0,20.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,4.5,0.0,4.5,4.5,4.5,0.35,0.0,0.35,0.35,0.35,Serie A
Stefano Turati,it ITA,GK,Frosinone,21,2001.0,31.0,31.0,2745.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Kacper Urbanski,pl POL,"MF,FW",Bologna,18,2004.0,22.0,9.0,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.8,1.9,25.0,31.0,78.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19,Serie A
Emanuele Valeri,it ITA,DF,Frosinone,24,1998.0,16.0,14.0,1178.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.4,3.3,38.0,41.0,61.0,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25,Serie A
Johan Vásquez,mx MEX,DF,Genoa,24,1998.0,37.0,32.0,2850.0,31.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,0.8,2.7,29.0,81.0,61.0,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08,Serie A
Matías Vecino,uy URU,MF,Lazio,31,1991.0,31.0,8.0,1153.0,12.8,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,3.7,3.7,0.4,4.1,16.0,74.0,43.0,0.47,0.08,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32,Serie A
Lorenzo Venuti,it ITA,DF,Lecce,28,1995.0,14.0,3.0,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,Serie A
Simone Verdi,it ITA,FW,Torino,31,1992.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,Serie A
Emanuel Vignato,it ITA,"MF,FW",Salernitana,22,2000.0,9.0,3.0,311.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,5.0,11.0,14.0,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11,Serie A
Samuele Vignato,it ITA,"MF,FW",Monza,19,2004.0,10.0,3.0,343.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.2,1.8,13.0,13.0,20.0,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,Serie A
Matías Viña,uy URU,DF,Sassuolo,25,1997.0,15.0,13.0,1014.0,11.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,24.0,46.0,37.0,0.0,0.27,0.27,0.0,0.27,0.03,0.12,0.15,0.03,0.15,Serie A
Rúben Vinagre,pt POR,"DF,FW",Hellas Verona,24,1999.0,12.0,2.0,282.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Serie A
